1	0.026026733	0.025199598	0.041950991	0.042759598	0.051885115	0.019114214	0.067201228	0.019212382	0.020346875	0.020771758	0.027334584	0.028454796	0.025032808	0.023747734	0.024977426	0.017933297	0.020343388	0.02684822	0.070957357	0.062882656	0.036939042	0.037159697	0.035169709	0.02878738	0.036078843
0.026026733	1	0.385291521	0.254100147	0.241851028	0.258893783	0.131047708	0.140771092	0.11923802	0.120272045	0.12951686	0.092841606	0.109252442	0.140516448	0.148842577	0.1484622	0.085338789	0.090710761	0.08105749	0.18293895	0.168555206	0.038684436	0.112383992	0.095273231	0.127434734	0.117583867
0.025199598	0.385291521	1	0.239561435	0.226572973	0.24014123	0.144458468	0.148144239	0.119956966	0.122777592	0.131196485	0.096117301	0.094479052	0.148962853	0.141943831	0.145227111	0.088647481	0.095293982	0.086983623	0.168528127	0.157881551	0.036635557	0.102551372	0.088787391	0.137044165	0.126920568
0.041950991	0.254100147	0.239561435	1	0.509637526	0.545147367	0.154411534	0.184967167	0.124191806	0.136918211	0.142383357	0.110055729	0.128351668	0.188524604	0.183204981	0.195533253	0.094996017	0.102751379	0.092766247	0.236719914	0.216986349	0.038773271	0.138295014	0.124020712	0.169994059	0.136654881
0.042759598	0.241851028	0.226572973	0.509637526	1	0.721185934	0.14422717	0.190795359	0.110717516	0.114967307	0.133362967	0.12374717	0.126886718	0.177806631	0.183425183	0.208026188	0.091735537	0.096221195	0.09318811	0.232586661	0.206649657	0.037657372	0.141187752	0.112519169	0.157941243	0.140224855
0.051885115	0.258893783	0.24014123	0.545147367	0.721185934	1	0.161482721	0.199652041	0.119156992	0.130254176	0.140475252	0.142406587	0.142440357	0.215258858	0.206061539	0.231099692	0.094695915	0.100863332	0.093967421	0.25041782	0.216729186	0.040801511	0.14276605	0.115004247	0.161980128	0.153875566
0.019114214	0.131047708	0.144458468	0.154411534	0.14422717	0.161482721	1	0.102922023	0.233661332	0.276680674	0.257273186	0.077023578	0.068035022	0.095668222	0.096751226	0.099896408	0.061022018	0.065340527	0.063234059	0.114512424	0.101278583	0.042474245	0.064100026	0.071608787	0.10736264	0.092250884
0.067201228	0.140771092	0.148144239	0.184967167	0.190795359	0.199652041	0.102922023	1	0.093100319	0.082312269	0.097153783	0.132132233	0.131241231	0.174741651	0.189034723	0.179164431	0.097709049	0.107429891	0.102083126	0.300161967	0.278860574	0.035247738	0.119420545	0.115132995	0.152691481	0.130524007
0.019212382	0.11923802	0.119956966	0.124191806	0.110717516	0.119156992	0.233661332	0.093100319	1	0.20529273	0.254715034	0.061430176	0.063846202	0.087217311	0.084559817	0.091041718	0.055678851	0.060766413	0.057273803	0.104676668	0.093636413	0.028328003	0.067868571	0.064846091	0.087787008	0.081683473
0.020346875	0.120272045	0.122777592	0.136918211	0.114967307	0.130254176	0.276680674	0.082312269	0.20529273	1	0.2309912	0.069941328	0.066795074	0.087093264	0.084972243	0.095503302	0.061071581	0.071358014	0.064846766	0.090569372	0.082031029	0.035963775	0.076189569	0.07561353	0.094018967	0.085591327
0.020771758	0.12951686	0.131196485	0.142383357	0.133362967	0.140475252	0.257273186	0.097153783	0.254715034	0.2309912	1	0.059277003	0.069754904	0.084890804	0.078277966	0.087115914	0.057820043	0.06244124	0.057359735	0.104158827	0.096643446	0.035880345	0.060028841	0.066330076	0.092600784	0.07757084
0.027334584	0.092841606	0.096117301	0.110055729	0.12374717	0.142406587	0.077023578	0.132132233	0.061430176	0.069941328	0.059277003	1	0.54439122	0.201525924	0.212327748	0.203272954	0.165450721	0.177732853	0.141836053	0.175136148	0.147765914	0.032006049	0.163257102	0.146106237	0.125269258	0.152315629
0.028454796	0.109252442	0.094479052	0.128351668	0.126886718	0.142440357	0.068035022	0.131241231	0.063846202	0.066795074	0.069754904	0.54439122	1	0.194659565	0.202030064	0.198253005	0.171437319	0.186253055	0.155260603	0.170568121	0.143658084	0.029508433	0.182382808	0.162154222	0.125101226	0.171528438
0.025032808	0.140516448	0.148962853	0.188524604	0.177806631	0.215258858	0.095668222	0.174741651	0.087217311	0.087093264	0.084890804	0.201525924	0.194659565	1	0.728869043	0.694135045	0.151815976	0.163402322	0.125573385	0.233392038	0.211265292	0.053073234	0.17497564	0.167252819	0.175003406	0.189036377
0.023747734	0.148842577	0.141943831	0.183204981	0.183425183	0.206061539	0.096751226	0.189034723	0.084559817	0.084972243	0.078277966	0.212327748	0.202030064	0.728869043	1	0.718698414	0.171634992	0.178881876	0.132404461	0.234236863	0.21111625	0.0422929	0.180287371	0.174372336	0.17553424	0.197552228
0.024977426	0.1484622	0.145227111	0.195533253	0.208026188	0.231099692	0.099896408	0.179164431	0.091041718	0.095503302	0.087115914	0.203272954	0.198253005	0.694135045	0.718698414	1	0.162775816	0.176708643	0.13024885	0.242853807	0.218695595	0.047660235	0.183107954	0.160388379	0.18237033	0.19161247
0.017933297	0.085338789	0.088647481	0.094996017	0.091735537	0.094695915	0.061022018	0.097709049	0.055678851	0.061071581	0.057820043	0.165450721	0.171437319	0.151815976	0.171634992	0.162775816	1	0.578460679	0.430084893	0.116272101	0.103159991	0.038021226	0.163294307	0.138406458	0.104977513	0.135811024
0.020343388	0.090710761	0.095293982	0.102751379	0.096221195	0.100863332	0.065340527	0.107429891	0.060766413	0.071358014	0.06244124	0.177732853	0.186253055	0.163402322	0.178881876	0.176708643	0.578460679	1	0.458057157	0.124941607	0.110785387	0.034637491	0.161151423	0.14754474	0.116166132	0.144855628
0.02684822	0.08105749	0.086983623	0.092766247	0.09318811	0.093967421	0.063234059	0.102083126	0.057273803	0.064846766	0.057359735	0.141836053	0.155260603	0.125573385	0.132404461	0.13024885	0.430084893	0.458057157	1	0.120009377	0.109785831	0.035291749	0.143723145	0.15608355	0.105400931	0.108266122
0.070957357	0.18293895	0.168528127	0.236719914	0.232586661	0.25041782	0.114512424	0.300161967	0.104676668	0.090569372	0.104158827	0.175136148	0.170568121	0.233392038	0.234236863	0.242853807	0.116272101	0.124941607	0.120009377	1	0.622798926	0.058196539	0.130656888	0.126320184	0.151055921	0.158001611
0.062882656	0.168555206	0.157881551	0.216986349	0.206649657	0.216729186	0.101278583	0.278860574	0.093636413	0.082031029	0.096643446	0.147765914	0.143658084	0.211265292	0.21111625	0.218695595	0.103159991	0.110785387	0.109785831	0.622798926	1	0.044320051	0.109840298	0.116767357	0.127375149	0.136586769
0.036939042	0.038684436	0.036635557	0.038773271	0.037657372	0.040801511	0.042474245	0.035247738	0.028328003	0.035963775	0.035880345	0.032006049	0.029508433	0.053073234	0.0422929	0.047660235	0.038021226	0.034637491	0.035291749	0.058196539	0.044320051	1	0.043159944	0.048806153	0.032958079	0.036481016
0.037159697	0.112383992	0.102551372	0.138295014	0.141187752	0.14276605	0.064100026	0.119420545	0.067868571	0.076189569	0.060028841	0.163257102	0.182382808	0.17497564	0.180287371	0.183107954	0.163294307	0.161151423	0.143723145	0.130656888	0.109840298	0.043159944	1	0.358626658	0.272158931	0.202261065
0.035169709	0.095273231	0.088787391	0.124020712	0.112519169	0.115004247	0.071608787	0.115132995	0.064846091	0.07561353	0.066330076	0.146106237	0.162154222	0.167252819	0.174372336	0.160388379	0.138406458	0.14754474	0.15608355	0.126320184	0.116767357	0.048806153	0.358626658	1	0.324824642	0.189048692
0.02878738	0.127434734	0.137044165	0.169994059	0.157941243	0.161980128	0.10736264	0.152691481	0.087787008	0.094018967	0.092600784	0.125269258	0.125101226	0.175003406	0.17553424	0.18237033	0.104977513	0.116166132	0.105400931	0.151055921	0.127375149	0.032958079	0.272158931	0.324824642	1	0.190025335
0.036078843	0.117583867	0.126920568	0.136654881	0.140224855	0.153875566	0.092250884	0.130524007	0.081683473	0.085591327	0.07757084	0.152315629	0.171528438	0.189036377	0.197552228	0.19161247	0.135811024	0.144855628	0.108266122	0.158001611	0.136586769	0.036481016	0.202261065	0.189048692	0.190025335	1
